1,971

1,971

1,996

1,989

1,995

2,864

2,872

2,887

2,885

2,876

3,883

3,893

3,871

3,880

3,870

4,884

4,875

4,896

4,882

4,894

5,880

5,880

5,889

5,894

5,884

6,889

6,884

6,888

6,893

6,886

7,870

7,890

7,883

7,885

7,883

8,892

8,893

8,879

8,888

8,887

9,885

9,884

9,888

9,893

9,892

10,885

10,885

10,879

10,887

10,890

11,894

11,894

11,893

11,900

11,887

12,881

12,871

12,896

12,882

12,881

13,873

13,894

13,891

13,886

13,902

14,886

14,882

14,893

14,881

14,884

15,894

15,890

15,888

15,887

15,904

16,880

16,884

16,890

16,885

16,890

17,883

17,888

17,881

17,879

17,873

18,870

18,893

18,882

18,876

18,884

19,879

19,875

19,878

19,886

19,875

20,896

20,888

20,878

20,887

20,878

21,879

21,875

21,888

21,879

21,873

22,881

22,879

22,893

22,878

22,890

23,886

23,870

23,887

23,882

23,873

24,883

24,886

24,887

24,885

24,891

25,874

25,880

25,877

25,875

25,882

26,886

26,883

26,877

26,879

26,874

27,874

27,866

27,881

27,871

27,873

28,880

28,875

28,871

28,869

28,876

29,879

29,887

29,880

29,879

29,876

30,887

30,868

30,869

30,878

30,88120,729
20,737
20,724
20,724
20,725
20,722
20,725
21,737
21,732
21,711
21,728
20,688
20,732
20,727
20,713
20,718
21,737
21,722
21,716
21,706
21,714
22,718
22,723
22,716
22,715
22,721
23,748
23,737
23,728
23,725
23,732
24,722
24,704
24,708
24,731
24,726
25,735
25,726
25,717
25,724
25,733
26,715
26,724
26,711
26,723
20,286
20,274
20,286
20,283
20,290
21,286
21,291
21,286
21,285
21,297
22,289
22,282
22,287
22,286
22,281
23,291
23,292
23,292
23,292
20,284
20,286
20,287
20,285
20,286
21,285
21,289
21,291
21,290
21,288
22,287
22,291
22,283
22,281
22,278
23,289
23,296
23,292
23,287
23,290
24,279
24,284
24,284
24,286
24,280
25,282
25,287
25,289
25,293
25,289
26,282
26,285
26,276
26,280
26,274
27,287
27,286
27,283
27,293
27,285
28,278
28,281
28,281
28,278
28,274
29,281
29,281
29,279
29,278
29,291
30,278
30,275
30,283
30,276
30,272
31,279
31,282
31,283
31,278
31,287
32,276
32,272
32,271
32,274
32,276
33,278
33,274
33,274
33,272
33,278
34,270
34,266
34,269
34,273
34,275
35,278
35,276
35,274
35,277
35,266
36,275
36,269
36,271
36,275
36,268
37,279
37,262
37,267
37,267
37,267
38,273
38,269
38,271
38,279
38,272
39,266
39,265
39,271
39,262
39,264
40,261
40,257
40,268
40,264
40,262
41,263
41,261
41,265
41,258
41,257
42,262
42,261
42,270
42,269
42,264
43,261
43,260
43,259
43,263
43,259
44,252
44,253
44,258
44,260
44,267
45,256
45,258
45,260
45,262
45,256
46,254
46,260
46,258
46,256
46,249
47,256
47,255
47,253
47,248
47,257
48,252
48,258
48,254
48,257
48,249
49,256
49,254
49,248
49,254
49,255
50,254
50,253
50,249
50,252
50,251
51,249
51,250
51,253
51,249
51,251
52,248
52,247
52,247
52,253
52,247
53,253
53,249
53,255
53,252
53,251
54,251
54,249
54,243
54,251
54,238
55,251
55,249
55,245
55,257
55,249
56,253
56,247
56,248
56,245
56,235
57,239
57,241
57,239
57,249
57,246
58,242
58,250
58,245
58,244
58,244
59,250
59,245
59,241
59,249
59,246
60,253
60,245
60,243
60,246
60,248
61,242
61,238
61,245
61,241
61,240
62,244
62,239
62,246
62,240
62,241
63,244
63,243
63,245
63,244
63,244
64,239
64,236
64,239
64,240
64,249
65,238
65,246
65,242
65,247
65,243
66,245
66,242
66,239
66,243
66,236
67,249
67,234
67,241
67,240
67,234
68,240
68,236
68,235
68,238
68,239
69,252
69,234
69,238
69,241
69,246
70,242
70,236
70,240
70,235
70,241
71,239
71,230
71,237
71,242
71,231
72,231
72,232
72,233
72,233
72,233
73,238
73,244
73,238
73,228
73,242
74,237
74,234
74,239
74,234
74,238
75,238
75,238
75,239
75,232
75,232
76,245
76,231
76,244
76,242
76,239
77,239
77,241
77,237
77,237
77,241
78,238
78,235
78,233
78,243
78,245
79,241
79,238
79,232
79,234
79,241
80,240
80,245
80,240
80,242
80,241
81,245
81,237
81,234
81,236
81,240
82,236
82,242
82,233
82,245
82,243
83,238
83,237
83,243
83,243
83,236
84,238
84,244
84,241
84,240
84,247
85,247
85,237
85,247
85,242
85,236
86,241
86,244
86,239
86,237
86,239
87,243
87,237
87,240
87,238
87,241
88,240
88,238
88,240
88,233
88,231
89,241
89,239
89,234
89,231
89,237
90,228
90,237
90,239
90,235
90,236
91,241
91,241
91,233
91,234
91,239
92,238
92,240
92,235
92,230
92,236
93,243
93,237
93,228
93,224
93,235
94,234
94,230
94,227
94,239
94,243
95,235
95,231
95,229
95,235
95,234
96,240
96,235
96,228
96,229
96,232
97,229
97,241
97,235
97,233
97,235
98,233
98,232
98,236
98,233
98,230
99,230
99,226
99,241
99,235
99,225
100,234
100,238
100,234
100,236
100,232
101,233
101,239
101,233
101,235
101,235
102,234
102,233
102,237
102,241
102,240
103,240
103,239
103,227
103,237
103,228
104,236
104,231
104,233
104,220
104,236
105,231
105,232
105,236
105,243
105,232
106,231
106,235
106,235
106,240
106,232
107,233
107,235
107,241
107,230
107,234
108,229
108,238
108,237
108,239
108,232
109,233
109,237
109,234
109,232
109,234
110,229
110,231
110,238
110,230
110,238
111,230
111,235
111,236
111,230
111,240
112,235
112,236
112,235
112,229
112,230
113,238
113,241
113,241
113,230
113,239
114,238
114,235
114,233
114,246
114,240
115,232
115,237
115,239
115,241
115,229
116,236
116,232
116,244
116,241
116,236
117,242
117,232
117,242
117,238
117,236
118,235
118,234
118,233
118,237
118,237
119,234
119,240
119,239
119,247
119,229
120,238
120,237
120,235
120,238
120,237
121,243
121,240
121,237
121,236
121,234
122,240
122,236
122,234
122,235
122,228
123,236
123,233
123,235
123,243
123,234
124,239
124,237
124,237
124,244
124,239
125,245
125,239
125,235
125,245
125,236
126,243
126,237
126,234
126,238
126,243
127,230
127,241
127,242
127,240
127,232
128,238
128,230
128,239
128,240
128,235
129,240
129,241
129,230
129,235
129,241
130,244
130,231
130,242
130,237
130,246
131,237
131,242
131,233
131,239
131,235
132,237
132,234
132,233
132,229
132,240
133,240
133,239
133,237
133,228
133,235
134,239
134,239
134,230
134,233
134,241
135,239
135,238
135,239
135,234
135,237
136,235
136,242
136,235
136,238
136,233
137,235
137,233
137,233
137,238
137,240
138,237
138,228
138,242
138,234
138,233
139,234
139,232
139,232
139,239
139,239
140,236
140,232
140,228
140,231
140,235
141,237
141,231
141,226
141,237
141,232
142,231
142,229
142,232
142,226
142,231
143,237
143,237
143,228
143,235
143,229
144,238
144,238
144,238
144,221
144,225
145,236
145,230
145,229
145,238
145,240
146,226
146,233
146,229
146,238
146,235
147,228
147,233
147,241
147,235
147,234
148,239
148,238
148,238
148,230
148,230
149,237
149,235
149,234
149,226
149,240
150,241
150,238
150,232
150,230
150,237
151,235
151,231
151,245
151,239
151,238
152,238
152,232
152,239
152,238
152,232
153,232
153,232
153,238
153,231
153,235
154,238
154,230
154,238
154,237
154,231
155,231
155,233
155,232
155,234
155,231
156,239
156,231
156,228
156,235
156,232
157,240
157,235
157,227
157,230
157,230
158,239
158,234
158,231
158,236
158,236
159,232
159,234
159,235
159,238
159,237
160,236
160,231
160,234
160,229
160,233
161,235
161,230
161,234
161,233
161,237
162,232
162,235
162,230
162,237
162,233
163,234
163,230
163,240
163,227
163,238
164,236
164,234
164,237
164,234
164,232
165,238
165,230
165,233
165,237
165,236
166,225
166,235
166,234
166,234
166,232
167,227
167,239
167,236
167,233
167,225
168,238
168,236
168,232
168,243
168,234
169,237
169,238
169,238
169,233
169,233
170,232
170,236
170,235
170,234
170,235
171,236
171,233
171,238
171,237
171,239
172,235
172,234
172,238
172,231
172,232
173,233
173,234
173,229
173,228
173,236
174,235
174,232
174,230
174,233
174,233
175,228
175,240
175,235
175,238
175,239
176,232
176,230
176,232
176,236
176,234
177,233
177,226
177,227
177,234
177,228
178,229
178,236
178,224
178,234
178,232
179,234
179,234
179,236
5,311
5,317
5,311
5,310
5,303
6,277
6,284
6,285
6,290
6,278
7,299
7,306
7,303
7,300
7,304
8,294
8,289
8,301
8,291
8,296
9,292
9,294
9,291
9,294
9,300
10,302
10,295
10,297
10,302
10,295
11,285
11,289
11,286
11,288
11,290
12,307
12,305
12,301
12,303
12,304
13,281
13,282
13,282
13,284
13,283
14,303
14,295
14,301
14,299
14,296
15,289
15,290
15,289
15,288
15,291
16,294
16,297
16,296
16,289
16,291
17,285
17,290
17,285
17,283
17,288
18,286
18,286
18,288
18,290
18,292
19,281
19,285
19,289
19,286
19,287
20,284
20,280
20,284
20,279
20,278
21,290
21,291
21,295
21,288
21,296
22,281
22,275
22,284
22,282
22,275
23,287
23,285
23,292
23,287
23,282
24,277
24,276
24,279
24,277
24,284
25,277
25,283
25,283
25,284
25,283
26,285
26,277
26,277
26,275
26,278
27,278
27,277
27,284
27,280
27,285
28,276
28,280
28,276
28,280
28,279
29,278
29,274
29,282
29,273
29,275
30,276
30,276
30,280
30,276
30,281
31,276
31,269
31,274
31,279
31,275
32,274
32,261
32,276
32,276
32,275
33,270
33,270
33,269
33,273
33,268
34,271
34,268
34,270
34,262
34,261
35,262
35,255
5,319
20,259
20,235
20,246
20,244
20,277
20,280
20,275
20,286
20,278
21,285
21,290
21,298
21,289
21,291
22,279
22,282
22,279
22,280
22,274
23,280
23,286
23,289
23,285
23,287
24,285
24,276
24,272
24,278
24,278
20,345
20,349
20,346
20,20
20,20
20,23
20,26
20,23
21,22
21,25
21,21
21,23
21,18
